site_name,site_address,site_city,site_zip,site_state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Vanderpoel Elem Magnet School,9510 S Prospect Ave,Chicago,60643-1296,IL,41.720893,-87.666008,1,rooftop,9510,S Prospect Ave,,,Chicago,IL,Cook County,60643,US,City of Chicago
Jahn Elem School,3149 N Wolcott Ave,Chicago,60657-2044,IL,41.939343,-87.675634,1,rooftop,3149,N Wolcott Ave,,,Chicago,IL,Cook County,60657,US,City of Chicago
Bridge Elem School,3800 N New England Ave,Chicago,60634-2346,IL,41.95,-87.799204,1,rooftop,3800,N New England Ave,,,Chicago,IL,Cook County,60634,US,City of Chicago
Von Steuben Metro Science HS,5039 N Kimball Ave,Chicago,60625-4905,IL,41.97297,-87.712823,1,rooftop,5039,N Kimball Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
Farnsworth Elem School,5414 N Linder Ave,Chicago,60630-1329,IL,41.980234,-87.76657,1,rooftop,5414,N Linder Ave,,,Chicago,IL,Cook County,60630,US,City of Chicago
Peirce Elem Intl Studies School,1423 W Bryn Mawr Ave,Chicago,60660-4224,IL,41.983044,-87.666127,1,rooftop,1423,W Bryn Mawr Ave,,,Chicago,IL,Cook County,60660,US,Cook
Kennedy High School,6325 W 56th St,Chicago,60638-2539,IL,41.790253,-87.780453,1,rooftop,6325,W 56th St,,,Chicago,IL,Cook County,60638,US,City of Chicago
Turner-Drew Elem Language Academy,9300 S Princeton Ave,Chicago,60620-1514,IL,41.725697,-87.63073,1,rooftop,9300,S Princeton Ave,,,Chicago,IL,Cook County,60620,US,City of Chicago
Univ of Chicago Chtr-Nth Kenwood,1119 E 46th St,Chicago,60653-4403,IL,41.811197,-87.598463,1,rooftop,1119,E 46th St,,,Chicago,IL,Cook County,60653,US,Cook
Beard Elem School,6445 W Strong St,Chicago,60656-4011,IL,41.97035,-87.790405,1,range_interpolation,6445,W Strong St,,,Chicago,IL,Cook County,60656,US,TIGER/Line® dataset from the US Census Bureau
Dever Elem School,3436 N Osceola Ave,Chicago,60634-3344,IL,41.942517,-87.81359,1,rooftop,3436,N Osceola Ave,,,Chicago,IL,Cook County,60634,US,Cook
Chicago Academy Elem School,3400 N Austin Ave,Chicago,60634-4229,IL,41.942772,-87.777608,1,rooftop,3400,N Austin Ave,,,Chicago,IL,Cook County,60634,US,City of Chicago
Washington  G Elem School,3611 E 114th St,Chicago,60617-7498,IL,41.687752,-87.535934,1,rooftop,3611,E 114th St,,,Chicago,IL,Cook County,60617,US,Cook
Sayre Elem Language Academy,1850 N Newland Ave,Chicago,60707-3305,IL,41.913528,-87.799513,1,rooftop,1850,N Newland Ave,,,Chicago,IL,Cook County,60707,US,City of Chicago
Earhart Elem Opt for Knowl School,1710 E 93rd St,Chicago,60617-3697,IL,41.726311,-87.582291,1,rooftop,1710,E 93rd St,,,Chicago,IL,Cook County,60617,US,City of Chicago
Pulaski Intl Sch of Chicago,2230 W McLean Ave,Chicago,60647-4410,IL,41.918791,-87.683778,1,rooftop,2230,W McLean Ave,,,Chicago,IL,Cook County,60647,US,City of Chicago
Belding Elem School,4257 N Tripp Ave,Chicago,60641-2042,IL,41.958906,-87.733699,1,rooftop,4257,N Tripp Ave,,,Chicago,IL,Cook County,60641,US,City of Chicago
Blair Early Childhood Center,6751 W 63rd Pl,Chicago,60638-4829,IL,41.776352,-87.790549,1,rooftop,6751,W 63rd Pl,,,Chicago,IL,Cook County,60638,US,City of Chicago
King College Prep High School,4445 S Drexel Blvd,Chicago,60653-3551,IL,41.814191,-87.60291,1,rooftop,4445,S Drexel Blvd,,,Chicago,IL,Cook County,60653,US,City of Chicago
Univ of Chicago Chtr-Woodlawn,6300 S University Ave,Chicago,60637-2719,IL,41.780359,-87.597245,1,range_interpolation,6300,S University Ave,,,Chicago,IL,Cook County,60637,US,TIGER/Line® dataset from the US Census Bureau
Westinghouse High School,3223 W Franklin Blvd,Chicago,60624-1502,IL,41.889038,-87.708136,1,rooftop,3223,W Franklin Blvd,,,Chicago,IL,Cook County,60624,US,City of Chicago
Hale Elem School,6140 S Melvina Ave,Chicago,60638-4300,IL,41.780504,-87.777158,1,rooftop,6140,S Melvina Ave,,,Chicago,IL,Cook County,60638,US,City of Chicago
Urban Prep Chtr Acad Bronzeville HS,521 E 35th St,Chicago,60616-3889,IL,41.830905,-87.61381,1,rooftop,521,E 35th St,,,Chicago,IL,Cook County,60616,US,City of Chicago
Goethe Elem School,2236 N Rockwell St,Chicago,60647-3004,IL,41.923061,-87.69326,1,rooftop,2236,N Rockwell St,,,Chicago,IL,Cook County,60647,US,City of Chicago
Grimes Elem School,5450 W 64th Pl,Chicago,60638-5634,IL,41.775674,-87.758703,1,rooftop,5450,W 64th Pl,,,Chicago,IL,Cook County,60638,US,Cook
Lake View High School,4015 N Ashland Ave,Chicago,60613-2593,IL,41.955604,-87.668617,1,rooftop,4015,N Ashland Ave,,,Chicago,IL,Cook County,60613,US,City of Chicago
Chappell Elem School,2135 W Foster Ave,Chicago,60625-1268,IL,41.975337,-87.68315,1,rooftop,2135,W Foster Ave,,,Chicago,IL,Cook County,60625,US,Cook
Pershing Elem Humanities Magnet,3200 S Calumet Ave,Chicago,60616-4866,IL,41.835669,-87.618824,1,rooftop,3200,S Calumet Ave,,,Chicago,IL,Cook County,60616,US,City of Chicago
Smyser Elem School,4310 N Melvina Ave,Chicago,60634-1542,IL,41.959243,-87.782614,1,rooftop,4310,N Melvina Ave,,,Chicago,IL,Cook County,60634,US,Cook
Ward  J Elem School,2701 S Shields Ave,Chicago,60616-2624,IL,41.843639,-87.635109,1,rooftop,2701,S Shields Ave,,,Chicago,IL,Cook County,60616,US,City of Chicago
Prussing Elem School,4650 N Menard Ave,Chicago,60630-3348,IL,41.965885,-87.772989,1,rooftop,4650,N Menard Ave,,,Chicago,IL,Cook County,60630,US,City of Chicago
Portage Park Elem School,5330 W Berteau Ave,Chicago,60641-1398,IL,41.957358,-87.760984,1,rooftop,5330,W Berteau Ave,,,Chicago,IL,Cook County,60641,US,City of Chicago
Durkin Park Elem School,8445 S Kolin Ave,Chicago,60652-3131,IL,41.73946,-87.729423,1,rooftop,8445,S Kolin Ave,,,Chicago,IL,Cook County,60652,US,City of Chicago
Goode STEM Academy HS,7651 S Homan Ave,Chicago,60652-1525,IL,41.753975,-87.707309,1,range_interpolation,7651,S Homan Ave,,,Chicago,IL,Cook County,60652,US,TIGER/Line® dataset from the US Census Bureau
Brentano Elem Math & Science Acad,2723 N Fairfield Ave,Chicago,60647-1827,IL,41.930826,-87.695792,1,rooftop,2723,N Fairfield Ave,,,Chicago,IL,Cook County,60647,US,City of Chicago
Rogers Elem School,7345 N Washtenaw Ave,Chicago,60645-1429,IL,42.015119,-87.696068,1,rooftop,7345,N Washtenaw Ave,,,Chicago,IL,Cook County,60645,US,City of Chicago
South Shore Intl Col Prep HS,1955 E 75th St,Chicago,60649-3688,IL,41.758717,-87.576994,1,range_interpolation,1955,E 75th St,,,Chicago,IL,Cook County,60649,US,TIGER/Line® dataset from the US Census Bureau
Urban Prep Chtr Acad Englewood HS,6201 S Stewart Ave,Chicago,60621-3247,IL,41.782171,-87.634013,1,rooftop,6201,S Stewart Ave,,,Chicago,IL,Cook County,60621,US,City of Chicago
Peterson Elem School,5510 N Christiana Ave,Chicago,60625-4606,IL,41.981785,-87.712893,1,rooftop,5510,N Christiana Ave,,,Chicago,IL,Cook County,60625,US,Cook
Jamieson Elem School,5650 N Mozart St,Chicago,60659-4823,IL,41.984596,-87.700076,1,rooftop,5650,N Mozart St,,,Chicago,IL,Cook County,60659,US,City of Chicago
Dirksen Elem School,8601 W Foster Ave,Chicago,60656-2721,IL,41.972844,-87.84136,1,rooftop,8601,W Foster Ave,,,Chicago,IL,Cook County,60656,US,City of Chicago
Intrinsic Charter High School,4540 W Belmont Ave,Chicago,60641-4541,IL,41.939994,-87.741148,1,rooftop,4540,W Belmont Ave,,,Chicago,IL,Cook County,60641,US,City of Chicago
Senn High School,5900 N Glenwood Ave,Chicago,60660-3312,IL,41.989104,-87.666458,1,rooftop,5900,N Glenwood Ave,,,Chicago,IL,Cook County,60660,US,City of Chicago
Steinmetz College Prep HS,3030 N Mobile Ave,Chicago,60634-4041,IL,41.935881,-87.784257,1,rooftop,3030,N Mobile Ave,,,Chicago,IL,Cook County,60634,US,City of Chicago
Morgan Park High School,1744 W Pryor Ave,Chicago,60643-3497,IL,41.691448,-87.666141,1,rooftop,1744,W Pryor Ave,,,Chicago,IL,Cook County,60643,US,City of Chicago
Amundsen High School,5110 N Damen Ave,Chicago,60625-1317,IL,41.974617,-87.680311,1,rooftop,5110,N Damen Ave,,,Chicago,IL,Cook County,60625,US,Cook
Hancock College Preparatory HS,4034 W 56th St,Chicago,60629-4442,IL,41.791717,-87.724711,1,rooftop,4034,W 56th St,,,Chicago,IL,Cook County,60629,US,Cook
Ariel Elem Community Academy,1119 E 46th St,Chicago,60653-4403,IL,41.811197,-87.598463,1,rooftop,1119,E 46th St,,,Chicago,IL,Cook County,60653,US,Cook
Stevenson Elem School,8010 S Kostner Ave,Chicago,60652-2110,IL,41.746584,-87.732245,1,rooftop,8010,S Kostner Ave,,,Chicago,IL,Cook County,60652,US,City of Chicago
Azuela Elem School,4707 W Marquette Rd,Chicago,60629-5641,IL,41.771013,-87.739754,1,range_interpolation,4707,W Marquette Rd,,,Chicago,IL,Cook County,60629,US,TIGER/Line® dataset from the US Census Bureau
Bret Harte Elem School,1556 E 56th St,Chicago,60637-1911,IL,41.793732,-87.586535,1,rooftop,1556,E 56th St,,,Chicago,IL,Cook County,60637,US,City of Chicago
Dixon Elem School,8306 S Saint Lawrence Ave,Chicago,60619-5791,IL,41.743652,-87.610682,1,rooftop,8306,S St Lawrence Ave,,,Chicago,IL,Cook County,60619,US,City of Chicago
Shoesmith Elem School,1330 E 50th St,Chicago,60615-2992,IL,41.805199,-87.594155,1,rooftop,1330,E 50th St,,,Chicago,IL,Cook County,60615,US,City of Chicago
Barnard Elem Comp Math & Sci Ctr,10354 S Charles St,Chicago,60643-2998,IL,41.705451,-87.658952,1,rooftop,10354,S Charles St,,,Chicago,IL,Cook County,60643,US,City of Chicago
Twain Elem School,5134 S Lotus Ave,Chicago,60638-1630,IL,41.799129,-87.759388,1,rooftop,5134,S Lotus Ave,,,Chicago,IL,Cook County,60638,US,Cook
Swift Elem Specialty School,5900 N Winthrop Ave,Chicago,60660-3520,IL,41.989406,-87.658604,1,rooftop,5900,N Winthrop Ave,,,Chicago,IL,Cook County,60660,US,Cook
Murphy Elem School,3539 W Grace St,Chicago,60618-4237,IL,41.949658,-87.717091,1,rooftop,3539,W Grace St,,,Chicago,IL,Cook County,60618,US,City of Chicago
Healy Elem School,3010 S Parnell Ave,Chicago,60616-3199,IL,41.839447,-87.640608,1,rooftop,3010,S Parnell Ave,,,Chicago,IL,Cook County,60616,US,City of Chicago
Hubbard High School,6200 S Hamlin Ave,Chicago,60629-4030,IL,41.780088,-87.719125,1,rooftop,6200,S Hamlin Ave,,,Chicago,IL,Cook County,60629,US,City of Chicago
Washington G High School,3535 E 114th St,Chicago,60617-7021,IL,41.687557,-87.538295,1,rooftop,3535,E 114th St,,,Chicago,IL,Cook County,60617,US,City of Chicago
Palmer Elem School,5051 N Kenneth Ave,Chicago,60630-2620,IL,41.972965,-87.73868,1,rooftop,5051,N Kenneth Ave,,,Chicago,IL,Cook County,60630,US,City of Chicago
Bogan High School,3939 W 79th St,Chicago,60652-2301,IL,41.748792,-87.720636,1,rooftop,3939,W 79th St,,,Chicago,IL,Cook County,60652,US,City of Chicago
Curie Metropolitan High School,4959 S Archer Ave,Chicago,60632-3622,IL,41.801997,-87.722565,1,rooftop,4959,S Archer Ave,,,Chicago,IL,Cook County,60632,US,Cook
Prosser Career Academy HS,2148 N Long Ave,Chicago,60639-2914,IL,41.922275,-87.763475,1,rooftop,2148,N Long Ave,,,Chicago,IL,Cook County,60639,US,City of Chicago
Vaughn Occupational High School,4355 N Linder Ave,Chicago,60641-1322,IL,41.960356,-87.764362,1,rooftop,4355,N Linder Ave,,,Chicago,IL,Cook County,60641,US,Cook
Haines Elem School,247 W 23rd Pl,Chicago,60616-1907,IL,41.849788,-87.633728,1,rooftop,247,W 23rd Pl,,,Chicago,IL,Cook County,60616,US,City of Chicago
Black Magnet Elem School,9101 S Euclid Ave,Chicago,60617-3749,IL,41.729617,-87.576392,1,rooftop,9101,S Euclid Ave,,,Chicago,IL,Cook County,60617,US,City of Chicago
Frazier Perspectives Magnet ES,4027 W Grenshaw St,Chicago,60624-3930,IL,41.866811,-87.726443,1,rooftop,4027,W Grenshaw St,,,Chicago,IL,Cook County,60624,US,City of Chicago
Mather High School,5835 N Lincoln Ave,Chicago,60659-4610,IL,41.98788,-87.702471,1,rooftop,5835,N Lincoln Ave,,,Chicago,IL,Cook County,60659,US,City of Chicago
Walsh Elem School,2015 S Peoria St,Chicago,60608-3432,IL,41.854663,-87.64783,1,rooftop,2015,S Peoria St,,,Chicago,IL,Cook County,60608,US,City of Chicago
Budlong Elem School,2701 W Foster Ave,Chicago,60625-3507,IL,41.975517,-87.69705,1,rooftop,2701,W Foster Ave,,,Chicago,IL,Cook County,60625,US,Cook
Locke  J Elem School,2828 N Oak Park Ave,Chicago,60634-4866,IL,41.931837,-87.796115,1,rooftop,2828,N Oak Park Ave,,,Chicago,IL,Cook County,60634,US,City of Chicago
Lee Elem School,6448 S Tripp Ave,Chicago,60629-5121,IL,41.77537,-87.729156,1,rooftop,6448,S Tripp Ave,,,Chicago,IL,Cook County,60629,US,Cook
Air Force Acad High School,3630 S Wells St,Chicago,60609-1833,IL,41.828269,-87.633017,1,rooftop,3630,S Wells St,,,Chicago,IL,Cook County,60609,US,City of Chicago
Ashburn Community Elem School,8300 S Saint Louis Ave,Chicago,60652-3224,IL,41.74173,-87.709833,1,rooftop,8300,S St Louis Ave,,,Chicago,IL,Cook County,60652,US,City of Chicago
Camelot Safe Academy School,7877 S Coles Ave,Chicago,60649-4817,IL,41.752498,-87.550314,1,rooftop,7877,S Coles Ave,,,Chicago,IL,Cook County,60649,US,City of Chicago
Simpson Acad HS for Young Women,1321 S Paulina St,Chicago,60608-1221,IL,41.864396,-87.668158,1,rooftop,1321,S Paulina St,,,Chicago,IL,Cook County,60608,US,Cook
Harper High School,6520 S Wood St,Chicago,60636-3002,IL,41.775202,-87.669837,1,rooftop,6520,S Wood St,,,Chicago,IL,Cook County,60636,US,Cook
Douglass Academy High School,543 N Waller Ave,Chicago,60644-1451,IL,41.890484,-87.767787,1,range_interpolation,543,N Waller Ave,,,Chicago,IL,Cook County,60644,US,TIGER/Line® dataset from the US Census Bureau
Manley Career Academy High School,2935 W Polk St,Chicago,60612-3904,IL,41.870576,-87.699693,1,rooftop,2935,W Polk St,,,Chicago,IL,Cook County,60612,US,City of Chicago
Rudolph Elem Learning Center,1628 W Washington Blvd,Chicago,60612-2613,IL,41.883436,-87.667584,1,range_interpolation,1628,W Washington Blvd,,,Chicago,IL,Cook County,60612,US,TIGER/Line® dataset from the US Census Bureau
Hirsch Metropolitan High School,7740 S Ingleside Ave,Chicago,60619-3207,IL,41.754062,-87.602223,1,rooftop,7740,S Ingleside Ave,,,Chicago,IL,Cook County,60619,US,City of Chicago
Peace and Education Coalition HS,4946 S Paulina St,Chicago,60609-4833,IL,41.803575,-87.66763,1,rooftop,4946,S Paulina St,,,Chicago,IL,Cook County,60609,US,City of Chicago
Bronzeville Scholastic HS,4934 S Wabash Ave,Chicago,60615-2115,IL,41.804594,-87.625155,1,rooftop,4934,S Wabash Ave,,,Chicago,IL,Cook County,60615,US,City of Chicago
White Elem Career Academy,1136 W 122nd St,Chicago,60643-5542,IL,41.672708,-87.650619,1,rooftop,1136,W 122nd St,,,Chicago,IL,Cook County,60643,US,Cook
Uplift Community High School,900 W Wilson Ave,Chicago,60640-5707,IL,41.965763,-87.652401,1,rooftop,900,W Wilson Ave,,,Chicago,IL,Cook County,60640,US,City of Chicago
Williams Medical Prep High Sch,4934 S Wabash Ave,Chicago,60615-2115,IL,41.804594,-87.625155,1,rooftop,4934,S Wabash Ave,,,Chicago,IL,Cook County,60615,US,City of Chicago
Plamondon Elem School,2642 W 15th Pl,Chicago,60608-1703,IL,41.860468,-87.692553,1,rooftop,2642,W 15th Pl,,,Chicago,IL,Cook County,60608,US,Cook
Robinson Elem School,4225 S Lake Park Ave,Chicago,60653-3064,IL,41.817461,-87.598837,1,rooftop,4225,S Lake Park Ave,,,Chicago,IL,Cook County,60653,US,City of Chicago
Little Black Pearl Arts Acad HS,1060 E 47th St,Chicago,60653-3600,IL,41.809853,-87.599579,1,rooftop,1060,E 47th St,,,Chicago,IL,Cook County,60653,US,City of Chicago
Warren Elem School,9239 S Jeffery Ave,Chicago,60617-3795,IL,41.726846,-87.575054,1,rooftop,9239,S Jeffery Ave,,,Chicago,IL,Cook County,60617,US,Cook
Field Elem School,7019 N Ashland Blvd,Chicago,60626-2716,IL,42.009684,-87.669291,1,rooftop,7019,N Ashland Blvd,,,Chicago,IL,Cook County,60626,US,City of Chicago
Everett Elem School,3419 S Bell Ave,Chicago,60608-6010,IL,41.831633,-87.681079,1,rooftop,3419,S Bell Ave,,,Chicago,IL,Cook County,60608,US,City of Chicago
Graham  R Training Center,2347 S Wabash Ave,Chicago,60616-2111,IL,41.849616,-87.62494,1,rooftop,2347,S Wabash Ave,,,Chicago,IL,Cook County,60616,US,City of Chicago
Holmes Elem School,955 W Garfield Blvd,Chicago,60621-2240,IL,41.79368,-87.649307,0.87,nearest_rooftop_match,941,W Garfield Blvd,,,Chicago,IL,Cook County,60621,US,City of Chicago
McDowell Elem School,1419 E 89th St,Chicago,60619-7196,IL,41.732886,-87.589634,1,rooftop,1419,E 89th St,,,Chicago,IL,Cook County,60619,US,City of Chicago
Art in Motion Charter School,7415 S East End Ave,Chicago,,IL,41.760277,-87.583047,0.9,rooftop,7415,SE End Ave,,,Chicago,IL,Cook County,60649,US,City of Chicago
Sor Juana Ines de la Cruz,4120 W 57th St,Chicago,60629-4822,IL,41.789671,-87.726294,1,rooftop,4120,W 57th St,,,Chicago,IL,Cook County,60629,US,Cook
Schmid Elem School,9755 S Greenwood Ave,Chicago,60628-1610,IL,41.717115,-87.596585,1,rooftop,9755,S Greenwood Ave,,,Chicago,IL,Cook County,60628,US,Cook
Tilden Career Communty Academy HS,4747 S Union Ave,Chicago,60609-4437,IL,41.807549,-87.641866,1,rooftop,4747,S Union Ave,,,Chicago,IL,Cook County,60609,US,City of Chicago
Brownell Elem School,6741 S Michigan Ave,Chicago,60637-3920,IL,41.77176,-87.621384,1,rooftop,6741,S Michigan Ave,,,Chicago,IL,Cook County,60637,US,City of Chicago
Bronzeville Classical Elementary School,8 W Root St,Chicago,60609-2931,IL,41.819547,-87.626959,1,rooftop,8,W Root St,,,Chicago,IL,Cook County,60609,US,City of Chicago
Cullen Elem School,10650 S Eberhart Ave,Chicago,60628-2954,IL,41.700307,-87.611751,1,rooftop,10650,S Eberhart Ave,,,Chicago,IL,Cook County,60628,US,City of Chicago
Whittier Elem School,1900 W 23rd St,Chicago,60608-4208,IL,41.850658,-87.674177,1,rooftop,1900,W 23rd St,,,Chicago,IL,Cook County,60608,US,City of Chicago
Lawndale Elem Community Academy,3500 W Douglas Blvd,Chicago,60623-1634,IL,41.862728,-87.712881,1,range_interpolation,3500,W Douglas Blvd,,,Chicago,IL,Cook County,60623,US,TIGER/Line® dataset from the US Census Bureau
Davis M Magnet Elem School,6740 S Paulina St,Chicago,60636-3307,IL,41.770728,-87.666784,1,rooftop,6740,S Paulina St,,,Chicago,IL,Cook County,60636,US,Cook
Woodlawn Elem Community School,6657 S Kimbark Ave,Chicago,60637-4481,IL,41.773572,-87.594049,1,rooftop,6657,S Kimbark Ave,,,Chicago,IL,Cook County,60637,US,City of Chicago
Aldridge Elem School,630 E 131st St,Chicago,60827-1309,IL,41.658209,-87.606843,1,rooftop,630,E 131st St,,,Chicago,IL,Cook County,60827,US,City of Chicago
Madison Elem School,7433 S Dorchester Ave,Chicago,60619-2194,IL,41.759817,-87.589984,1,rooftop,7433,S Dorchester Ave,,,Chicago,IL,Cook County,60619,US,City of Chicago
ASPIRA Charter - Haugan Campus,3729 W Leland Ave,Chicago,60625-5706,IL,41.966229,-87.722268,1,rooftop,3729,W Leland Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
Clark  G R Elem School,1045 S Monitor Ave,Chicago,60644-5434,IL,41.867823,-87.770198,1,rooftop,1045,S Monitor Ave,,,Chicago,IL,Cook County,60644,US,Cook
Lozano Elem Bilingual & Intl Ctr,1501 N Greenview Ave,Chicago,60642-2355,IL,41.909606,-87.664277,1,rooftop,1501,N Greenview Ave,,,Chicago,IL,Cook County,60642,US,City of Chicago
Brown  W Elem School,54 N Hermitage Ave,Chicago,60612-2631,IL,41.882983,-87.671025,1,rooftop,54,N Hermitage Ave,,,Chicago,IL,Cook County,60612,US,City of Chicago
Faraday Elem School,3250 W Monroe St,Chicago,60624-2919,IL,41.880019,-87.707458,1,rooftop,3250,W Monroe St,,,Chicago,IL,Cook County,60624,US,City of Chicago
James R Doolittle Academy,535 E 35th St,Chicago,60616-4111,IL,41.830655,-87.612146,0.9,rooftop,535,E 35th St,,,Chicago,IL,Cook County,60653,US,Cook
Richards Career Academy HS,5009 S Laflin St,Chicago,60609-4940,IL,41.802714,-87.661788,1,rooftop,5009,S Laflin St,,,Chicago,IL,Cook County,60609,US,City of Chicago
Crown Elem Comm Acd Fine Arts Ctr,2128 S Saint Louis Ave,Chicago,60623-3121,IL,41.852639,-87.712732,1,rooftop,2128,S St Louis Ave,,,Chicago,IL,Cook County,60623,US,City of Chicago
Dunne Technology Acad Elem Sch,10845 S Union Ave,Chicago,60628-3115,IL,41.696544,-87.639486,1,rooftop,10845,S Union Ave,,,Chicago,IL,Cook County,60628,US,City of Chicago
Langford A Elem School,6010 S Throop St,Chicago,60636-1816,IL,41.784815,-87.657937,1,rooftop,6010,S Throop St,,,Chicago,IL,Cook County,60636,US,City of Chicago
Collins Academy High School,1313 S Sacramento Dr,Chicago,60623-2218,IL,41.864262,-87.701016,1,rooftop,1313,S Sacramento Dr,,,Chicago,IL,Cook County,60623,US,City of Chicago
Hendricks Elem Community Academy,4316 S Princeton Ave,Chicago,60609-3643,IL,41.815933,-87.634135,1,rooftop,4316,S Princeton Ave,,,Chicago,IL,Cook County,60609,US,City of Chicago
